Case ID,Case Type,Court Type,Judge Name,Lawyer Name,Case Start Date,Case End Date,Judge Experience (Years),Lawyer Experience (Years),Case Duration (Days),Case Outcome,Lawyer Firm,Case Complexity Level,Case Status
3912,Family,Small Claims Court,Linda Dean,Michelle Curry,2024-10-04,2024-10-25,13,35,21,Pending,Davis Legal Services,High,Closed
3913,Family,High Court,Michael Luna,Jose Brown,2021-12-19,2022-01-07,36,13,19,Conviction,Davis Legal Services,Medium,Closed
3914,Family,Small Claims Court,Sarah Reyes,Diana Franco,2021-04-22,2024-08-27,7,17,1223,Pending,Davis Legal Services,Low,Closed
3915,Property,Commercial Court,Kathryn Davis,Harry Davis,2022-07-22,2024-03-05,36,23,592,Conviction,Lee & Partners,Low,Open
3916,Criminal,High Court,David Love,Betty Ward,2024-05-11,2024-10-08,16,7,150,Conviction,Lee & Partners,Medium,Closed
3917,Corporate,High Court,Sherry Coleman,Lori Meyer,2024-09-15,2024-12-10,9,5,86,Judgment for Plaintiff,Lee & Partners,Medium,Pending
3918,Family,District Court,Ryan Randall,Tracy Green,2021-07-22,2024-06-03,22,9,1047,Acquittal,Smith & Co,Medium,Closed
3919,Property,Commercial Court,Ian Curry,Dana Jackson,2020-11-07,2022-05-23,28,3,562,Acquittal,Clark & Harris,High,Open
3920,Corporate,Small Claims Court,Lee Sexton,Randy Smith,2023-10-10,2024-12-14,18,1,431,Conviction,Lee & Partners,High,Closed
3921,Family,District Court,Jennifer Riley,Tonya Hale,2021-10-30,2024-03-21,33,5,873,Pending,Lee & Partners,Medium,Pending
3922,Property,Commercial Court,Peter Bishop,Karla Munoz,2021-04-29,2023-10-02,7,13,886,Settlement,Davis Law Firm,High,Closed
3923,Property,Commercial Court,Bradley Kelley,Nicholas Haas,2020-11-10,2024-12-13,21,17,1494,Conviction,Lee & Partners,Low,Pending
3924,Criminal,Small Claims Court,Tammy Holmes,Jeffrey Johnson,2020-10-18,2022-09-13,12,31,695,Conviction,Davis Legal Services,High,Open
3925,Property,High Court,Stephanie Kelley,Alan Humphrey,2020-03-22,2024-08-27,21,1,1619,Dismissal,Davis Legal Services,Low,Open
3926,Civil,District Court,Dwayne Sandoval,Brenda Harper,2021-02-15,2024-03-06,28,7,1115,Judgment for Plaintiff,Carter Law,Low,Pending
3927,Corporate,Family Court,Lisa Odom,Jonathan Martinez,2024-06-20,2024-10-18,22,2,120,Settlement,Lee & Partners,High,Closed
3928,Property,Family Court,Melissa Conner,Michael Ruiz,2022-11-08,2023-03-20,36,9,132,Settlement,Davis Legal Services,Medium,Open
3929,Civil,Small Claims Court,Jorge Floyd,Nathaniel Cunningham,2022-07-21,2022-11-06,37,10,108,Dismissal,Davis Legal Services,High,Open
3930,Civil,High Court,Jennifer Carney,Kevin Thompson,2020-01-07,2020-01-12,38,23,5,Dismissal,Davis Law Firm,Low,Pending
3931,Criminal,Family Court,Katherine Turner,Brianna Nolan,2021-09-01,2024-04-05,19,7,947,Judgment for Plaintiff,Wilson Legal,Medium,Closed
3932,Criminal,Commercial Court,Laurie Butler,Eric Ellis,2022-11-09,2024-04-13,14,13,521,Acquittal,Lee & Partners,High,Closed
3933,Corporate,Commercial Court,Rhonda Anderson,Tracie Steele,2023-06-29,2024-12-08,21,24,528,Conviction,Wilson Legal,Medium,Closed
3934,Criminal,District Court,Casey Abbott,Veronica Baldwin,2024-08-09,2024-08-18,31,2,9,Dismissal,Wilson Legal,Low,Closed
3935,Family,District Court,Stephanie Krause,Anne Yang,2022-08-03,2023-05-17,12,2,287,Settlement,Smith & Co,Medium,Closed
3936,Corporate,District Court,Keith Boyd,Bonnie Mclaughlin,2020-12-13,2021-01-19,8,11,37,Conviction,Smith & Co,Low,Open
3937,Criminal,District Court,Aaron Galloway,Michael Watts,2022-06-30,2023-06-09,40,19,344,Settlement,Wilson Legal,Low,Open
3938,Corporate,Small Claims Court,Kyle Flores,Javier Lee,2020-08-27,2021-09-19,35,12,388,Dismissal,Lee & Partners,Low,Pending
3939,Property,Small Claims Court,Courtney Joyce,Brandon Patel,2022-03-21,2023-12-25,10,34,644,Acquittal,Smith & Co,Low,Open
3940,Civil,Family Court,Mr. William Mccormick,Wesley Hunter,2023-04-13,2024-02-01,19,9,294,Judgment for Plaintiff,Young & Associates,Low,Pending
3941,Property,Family Court,Karen Rogers,Jeff Black,2023-06-16,2024-05-15,11,14,334,Pending,Carter Law,Low,Closed
3942,Criminal,High Court,Chelsea Munoz,Whitney Jackson,2023-06-07,2023-09-15,34,14,100,Settlement,Wilson Legal,Medium,Open
3943,Civil,District Court,Stephanie Carpenter,Pamela West DDS,2024-08-12,2024-12-12,25,19,122,Settlement,Young & Associates,High,Closed
3944,Family,Commercial Court,Michaela Blevins,Robert Diaz,2022-05-06,2024-05-18,39,25,743,Judgment for Plaintiff,Clark & Harris,Low,Pending
3945,Corporate,District Court,Ryan Johnson,Elijah English,2020-10-20,2023-02-27,5,31,860,Dismissal,Smith & Co,High,Pending
3946,Criminal,Family Court,Rachel Soto,Jordan Nelson,2022-09-21,2024-05-08,11,20,595,Conviction,Lee & Partners,High,Closed
3947,Property,Commercial Court,Hannah Cox,Alexandria Martin,2024-11-15,2024-11-20,39,18,5,Pending,Wilson Legal,Medium,Closed
3948,Civil,Commercial Court,Courtney Stokes,Lance Green,2023-09-17,2024-10-27,8,16,406,Conviction,Lee & Partners,Medium,Closed
3949,Civil,High Court,John Brooks,Justin Boyle,2020-01-28,2024-01-07,23,34,1440,Pending,Davis Legal Services,Low,Closed
3950,Civil,Small Claims Court,Kelly Juarez,Ashley Davis,2021-12-22,2024-11-26,36,31,1070,Pending,Clark & Harris,Medium,Pending
3951,Family,Small Claims Court,David Rhodes,Emily Johnson,2021-11-18,2024-09-01,7,32,1018,Conviction,Wilson Legal,Low,Pending
3952,Family,District Court,Jerry Mccall,Donald Wilson,2021-03-23,2024-03-21,30,13,1094,Dismissal,Young & Associates,Low,Pending
3953,Family,Commercial Court,Christopher Howard,Sarah Dougherty,2020-11-25,2024-02-22,22,28,1184,Settlement,Wilson Legal,Low,Open
3954,Property,District Court,Daniel Brown,Brianna Reese,2022-10-07,2023-10-21,15,17,379,Judgment for Plaintiff,Young & Associates,Low,Open
3955,Criminal,High Court,Christina Atkins,Ronald Mitchell,2024-07-30,2024-11-22,14,3,115,Acquittal,Carter Law,Medium,Open
3956,Civil,District Court,Louis Flores,Angela Alexander,2022-11-16,2023-01-20,35,6,65,Settlement,Davis Law Firm,High,Open
3957,Civil,Small Claims Court,Hannah Wheeler,Robert Wallace,2020-01-23,2021-04-24,27,13,457,Pending,Black Legal Solutions,Low,Closed
3958,Family,Family Court,Nathaniel Whitaker,Craig Lawrence,2021-08-08,2021-12-17,12,17,131,Pending,Carter Law,Low,Pending
3959,Family,Family Court,Richard Cooper,Thomas Cannon,2020-11-08,2021-09-05,23,14,301,Pending,Young & Associates,Low,Pending
3960,Family,Commercial Court,Emily Wade,Madeline Wise,2023-04-28,2024-10-30,33,14,551,Acquittal,Smith & Co,Low,Open
3961,Civil,Commercial Court,Anthony Whitaker,Anthony Robinson,2023-01-17,2024-12-30,24,31,713,Dismissal,Wilson Legal,High,Closed
3962,Family,District Court,Mr. Richard Soto,Ana Best,2022-07-14,2023-03-26,8,29,255,Pending,Clark & Harris,Low,Closed
3963,Family,District Court,Roy Davis,Donald Carroll,2024-09-11,2024-11-05,21,5,55,Judgment for Plaintiff,Lee & Partners,Medium,Closed
3964,Property,Family Court,Justin Lawson,Dana Campbell,2021-07-14,2024-07-26,16,23,1108,Settlement,Young & Associates,Medium,Pending
3965,Civil,Family Court,David Rosales,Jessica Jones,2021-11-19,2024-04-20,30,4,883,Acquittal,Young & Associates,Medium,Open
3966,Civil,Family Court,Tiffany Smith,Nancy Mayer,2021-05-02,2023-03-02,38,29,669,Acquittal,Clark & Harris,Medium,Open
3967,Criminal,Family Court,Zachary Hensley,Jacob Johnson,2022-04-04,2024-11-07,36,3,948,Pending,Smith & Co,Low,Pending
3968,Corporate,Small Claims Court,Tina Parker,Donald Allen MD,2021-12-26,2023-08-21,22,26,603,Dismissal,Clark & Harris,Low,Open
3969,Civil,Commercial Court,Jacob Kelly,Carly Pitts,2024-09-13,2024-12-23,38,25,101,Judgment for Plaintiff,Black Legal Solutions,Medium,Open
3970,Civil,Small Claims Court,Tina Elliott,Mark Wolfe,2020-08-18,2024-11-03,24,25,1538,Dismissal,Lee & Partners,High,Closed
3971,Criminal,Commercial Court,Kevin Russell,Michael Wilson,2023-01-23,2024-10-04,31,29,620,Conviction,Wilson Legal,High,Closed
3972,Property,Family Court,Jonathan Nelson,Lisa Pierce,2023-09-13,2024-02-25,22,22,165,Conviction,Lee & Partners,Low,Closed
3973,Property,Commercial Court,Karen Brown,Todd Mason,2022-08-30,2024-01-02,14,9,490,Acquittal,Smith & Co,Low,Open
3974,Civil,District Court,Ricky Jones,Jaime Figueroa,2023-05-31,2024-09-10,14,31,468,Settlement,Black Legal Solutions,Low,Open
3975,Family,District Court,Nicole Becker,Shannon Dominguez,2021-10-27,2022-10-07,7,23,345,Conviction,Lee & Partners,High,Open
3976,Family,Small Claims Court,Vincent Ward,Joseph Lewis,2020-07-05,2021-07-18,35,21,378,Dismissal,Wilson Legal,High,Open
3977,Family,High Court,Anne Walls,Katherine Gibson,2020-11-21,2021-04-09,26,11,139,Dismissal,Black Legal Solutions,Medium,Pending
3978,Property,High Court,Karen Zuniga,Gail Webb,2020-01-10,2021-06-01,40,13,508,Settlement,Black Legal Solutions,High,Open
3979,Criminal,Commercial Court,Ashley Gay,Joseph Salinas,2022-01-26,2022-04-08,36,6,72,Settlement,Smith & Co,Low,Closed
3980,Civil,District Court,Jennifer Gutierrez,Jessica Gillespie,2020-05-27,2021-11-05,17,29,527,Dismissal,Smith & Co,Medium,Pending
3981,Family,Family Court,Anthony Williams,Phillip Powers,2021-04-08,2022-09-16,26,24,526,Dismissal,Black Legal Solutions,High,Closed
3982,Corporate,Family Court,Catherine Swanson,Samantha Greer,2021-04-24,2024-12-10,15,16,1326,Acquittal,Davis Legal Services,High,Open
3983,Corporate,District Court,Beth Robinson,Ashley Martinez,2022-07-21,2023-05-19,12,28,302,Judgment for Plaintiff,Wilson Legal,Low,Closed
3984,Property,Small Claims Court,Katelyn Stout,Daniel Perez,2022-08-20,2022-08-21,33,26,1,Dismissal,Davis Legal Services,Low,Closed
3985,Property,High Court,Evelyn Davis,Tammy Clarke,2021-12-02,2023-06-01,39,32,546,Conviction,Young & Associates,Low,Closed
3986,Family,Family Court,Michael Hansen,Edwin Rivera,2022-12-01,2023-11-17,19,11,351,Judgment for Plaintiff,Wilson Legal,Low,Pending
3987,Family,District Court,Hannah Williams,Amy Gutierrez,2020-07-14,2024-02-19,21,30,1315,Dismissal,Wilson Legal,High,Pending
3988,Property,District Court,Michelle Simpson,Joyce Noble,2021-10-11,2023-01-14,28,30,460,Dismissal,Davis Law Firm,Low,Pending
3989,Property,Family Court,Andrew Orr,Tommy Warren,2020-03-15,2024-05-20,26,23,1527,Acquittal,Wilson Legal,Medium,Closed
3990,Criminal,High Court,Gregory Scott,Charles Perez,2022-03-04,2023-07-31,40,30,514,Judgment for Plaintiff,Wilson Legal,Medium,Closed
3991,Civil,High Court,Robert Thomas,Kaitlin Mueller,2020-04-20,2020-06-23,27,24,64,Judgment for Plaintiff,Davis Law Firm,Low,Open
3992,Criminal,Small Claims Court,Elizabeth Hunt,Ana Ramirez,2024-03-11,2024-10-07,18,7,210,Judgment for Plaintiff,Davis Legal Services,Medium,Pending
3993,Property,Small Claims Court,Stephanie Cox,Kimberly White,2020-06-24,2023-09-25,11,12,1188,Settlement,Young & Associates,Low,Closed
3994,Civil,Commercial Court,Mrs. Rachael Sutton,Morgan Moore,2021-05-14,2021-07-27,38,9,74,Judgment for Plaintiff,Young & Associates,High,Pending
3995,Corporate,Commercial Court,Donald Cameron,Katherine Howell,2021-12-18,2022-02-03,25,8,47,Dismissal,Carter Law,Low,Pending
3996,Civil,District Court,Elizabeth Cardenas,Alyssa Trujillo,2022-06-22,2024-01-05,24,2,562,Conviction,Clark & Harris,High,Pending
3997,Corporate,High Court,Amber Cross,Amy Taylor,2020-05-27,2024-01-09,8,12,1322,Conviction,Clark & Harris,Low,Open
3998,Civil,Family Court,Katie Carlson,Megan Allen,2020-09-18,2022-04-14,14,8,573,Judgment for Plaintiff,Davis Legal Services,Medium,Open
3999,Corporate,District Court,Sarah Waters,Wendy Case,2024-10-24,2024-11-17,19,35,24,Acquittal,Young & Associates,High,Pending
4000,Civil,District Court,Julie Mendez,Rebecca Marshall,2022-06-12,2023-03-08,37,10,269,Settlement,Clark & Harris,Medium,Closed
4001,Family,District Court,Jessica Graham,Mary Buchanan,2020-11-03,2023-06-15,9,9,954,Conviction,Smith & Co,Medium,Pending
4002,Family,District Court,Kenneth Rodriguez,Cheryl Gallagher,2022-04-26,2023-06-18,37,16,418,Conviction,Davis Law Firm,High,Closed
4003,Property,High Court,Sabrina Hanna,Chelsea Ramirez,2022-11-25,2023-11-09,19,28,349,Judgment for Plaintiff,Carter Law,Low,Pending
4004,Civil,High Court,Amy Gutierrez,Victoria Williams,2022-09-05,2024-07-29,40,21,693,Acquittal,Smith & Co,Low,Open
4005,Family,High Court,Michelle Nichols,Henry Schwartz,2020-09-24,2024-08-17,22,13,1423,Dismissal,Clark & Harris,Low,Pending
4006,Family,Small Claims Court,David Thomas,Amber Pena,2021-06-02,2021-08-22,28,26,81,Settlement,Clark & Harris,Low,Open
4007,Family,District Court,Paul Carlson,Patrick Goodman,2020-09-08,2022-08-21,18,9,712,Conviction,Young & Associates,Low,Closed
4008,Criminal,Commercial Court,Karl Johnson,James Pena,2020-07-07,2023-06-30,25,17,1088,Conviction,Carter Law,High,Closed
4009,Civil,Family Court,Rebecca Morrison,Taylor Wells,2021-07-15,2023-05-11,24,19,665,Pending,Smith & Co,Medium,Open
4010,Criminal,District Court,Tyler Ferguson,Ian Bush,2021-02-26,2023-02-08,8,15,712,Pending,Smith & Co,Medium,Open
4011,Property,District Court,Angela Johnson,Jennifer Anderson,2023-12-03,2024-11-26,36,34,359,Pending,Young & Associates,High,Closed
4012,Civil,Commercial Court,Sarah Woods,Melanie Baker,2022-08-19,2023-05-08,34,9,262,Conviction,Clark & Harris,High,Pending
4013,Property,High Court,Jennifer Rice,Erin Torres,2021-03-19,2024-10-01,28,3,1292,Conviction,Lee & Partners,Low,Closed
4014,Property,Family Court,Nicole Becker,Craig Woods,2020-02-12,2021-06-30,13,26,504,Conviction,Young & Associates,Medium,Open
4015,Family,Commercial Court,Larry Brady,Alejandro Frazier,2022-02-06,2024-01-25,6,32,718,Conviction,Smith & Co,High,Pending
4016,Family,Small Claims Court,Joe Chandler,Kimberly Miller,2024-05-28,2024-11-26,16,15,182,Judgment for Plaintiff,Smith & Co,High,Closed
4017,Property,High Court,Sarah Black,Chad Terry,2021-10-30,2022-11-12,8,30,378,Dismissal,Clark & Harris,Low,Open
4018,Property,Commercial Court,Diamond White,Brenda Miller,2021-12-25,2022-09-11,27,33,260,Dismissal,Black Legal Solutions,High,Closed
4019,Civil,High Court,Nicholas Hardy,Frank Jones,2022-03-17,2024-05-31,38,2,806,Acquittal,Black Legal Solutions,Low,Pending
4020,Family,Small Claims Court,Wendy Bradley,Kristy Bishop,2023-04-20,2024-12-06,18,10,596,Settlement,Young & Associates,Low,Open
4021,Corporate,Small Claims Court,Jennifer Brock,Colleen Walters,2020-12-24,2022-09-05,15,22,620,Settlement,Davis Law Firm,Medium,Pending
4022,Civil,Commercial Court,Patrick Mendez,Stuart Roy,2022-11-08,2024-01-05,25,33,423,Dismissal,Young & Associates,High,Closed
4023,Family,District Court,Danielle Foster,Rachel Cook,2024-01-06,2024-07-16,14,17,192,Conviction,Davis Legal Services,Medium,Open
4024,Corporate,District Court,Steve Lee,Danielle Myers,2022-05-18,2023-08-02,34,35,441,Dismissal,Davis Legal Services,Low,Open
4025,Corporate,High Court,Robert Gonzales,Daniel Jimenez,2024-05-12,2024-11-13,5,31,185,Settlement,Young & Associates,Medium,Open
4026,Family,Commercial Court,Lynn Gilbert,Alexandria Mcintosh,2021-06-23,2024-06-28,37,1,1101,Judgment for Plaintiff,Wilson Legal,Medium,Pending
4027,Corporate,Family Court,Dale Blair,Cody Stewart,2022-11-08,2024-11-12,13,12,735,Settlement,Young & Associates,Low,Pending
4028,Corporate,Family Court,Melissa Robbins,Nancy Alexander,2021-12-05,2024-09-13,11,1,1013,Pending,Young & Associates,Medium,Open
4029,Family,High Court,Dustin Winters,Marco Robinson,2021-12-16,2024-10-10,31,27,1029,Settlement,Lee & Partners,High,Closed
4030,Corporate,Small Claims Court,Timothy Elliott,Ruben Cain,2023-09-11,2024-08-11,39,16,335,Judgment for Plaintiff,Smith & Co,Low,Pending
4031,Civil,Commercial Court,Deborah Powers,Tyler Harris,2021-06-23,2023-11-06,31,12,866,Conviction,Smith & Co,Medium,Open
4032,Criminal,District Court,Jodi Hicks,David Jensen,2023-12-10,2024-11-25,12,13,351,Acquittal,Davis Legal Services,High,Closed
4033,Property,High Court,Dr. William Mclaughlin,William Adams,2021-09-14,2021-11-19,28,8,66,Conviction,Black Legal Solutions,High,Closed
4034,Criminal,Small Claims Court,Megan Blevins,Ruben Sanders,2023-12-11,2024-06-21,27,9,193,Dismissal,Smith & Co,High,Open
4035,Civil,Small Claims Court,Renee Stevens,Stephen Bonilla,2020-03-09,2022-05-06,34,5,788,Dismissal,Davis Legal Services,Low,Closed
4036,Family,Family Court,Tyler Davis,Terry Carter,2022-08-18,2023-05-07,21,15,262,Settlement,Davis Law Firm,High,Closed
4037,Civil,Small Claims Court,Micheal Estrada,Sergio Cohen,2022-10-08,2024-07-19,16,33,650,Acquittal,Davis Law Firm,Low,Closed
4038,Corporate,District Court,Robin Mcintyre,Joseph Lawson,2020-05-17,2024-04-05,18,32,1419,Dismissal,Carter Law,Low,Pending
4039,Property,High Court,Christina Jimenez,Mr. Brad Anderson,2024-11-06,2024-11-11,27,17,5,Settlement,Davis Legal Services,High,Open
4040,Corporate,District Court,Ashley Johnson,Rebecca Anderson,2024-04-10,2024-11-10,37,29,214,Judgment for Plaintiff,Smith & Co,Low,Pending
4041,Property,High Court,Jennifer Clarke,Thomas Villarreal,2024-12-30,2024-12-31,19,11,1,Acquittal,Clark & Harris,Medium,Open
4042,Civil,Family Court,Krystal Walton,Diane Ray,2024-07-09,2024-11-17,30,26,131,Dismissal,Young & Associates,Low,Closed
4043,Criminal,Commercial Court,Linda James,Courtney Howard,2024-08-20,2024-08-27,23,10,7,Judgment for Plaintiff,Lee & Partners,High,Closed
4044,Property,District Court,Tiffany Hahn,Mark Murray,2024-01-19,2024-09-06,21,9,231,Dismissal,Davis Law Firm,High,Open
4045,Property,Small Claims Court,Elizabeth Berry,Ryan Grant,2023-02-10,2023-12-05,14,35,298,Dismissal,Smith & Co,High,Closed
4046,Corporate,Small Claims Court,Joyce Hartman,Jessica Alexander,2024-02-28,2024-08-19,38,29,173,Pending,Smith & Co,High,Closed
4047,Civil,High Court,Henry Hall,Diane Porter,2021-10-09,2023-06-29,9,12,628,Conviction,Davis Law Firm,Medium,Closed
4048,Civil,Small Claims Court,Rachel Jones,Thomas Hickman,2020-09-04,2021-11-25,26,21,447,Dismissal,Wilson Legal,High,Closed
4049,Corporate,Small Claims Court,William Cunningham,Tammy Gomez,2020-07-02,2022-01-30,14,17,577,Pending,Davis Law Firm,High,Open
4050,Corporate,District Court,Samantha Johnson,Angela Barr,2022-06-28,2024-11-19,9,29,875,Dismissal,Black Legal Solutions,Medium,Closed
4051,Civil,High Court,Christopher Miller,Pamela Harris,2022-12-15,2023-06-17,22,11,184,Conviction,Carter Law,High,Open
4052,Family,High Court,Ashley Thomas,Maxwell Stuart,2023-03-25,2024-09-27,37,10,552,Pending,Lee & Partners,High,Closed
4053,Family,Family Court,Rachel Griffin,Jacqueline Campbell,2021-10-07,2022-10-26,18,4,384,Dismissal,Smith & Co,Low,Closed
4054,Corporate,Commercial Court,Shawn Anderson,Nathan Nelson,2020-11-16,2022-08-01,14,33,623,Dismissal,Clark & Harris,Low,Closed
4055,Civil,Family Court,Cheryl Pratt,Darren Le,2021-01-31,2024-06-02,21,2,1218,Conviction,Black Legal Solutions,Medium,Open
4056,Criminal,Commercial Court,James Stewart,Benjamin Shaw,2022-07-20,2024-02-18,13,32,578,Dismissal,Carter Law,High,Open
4057,Family,Small Claims Court,Connor Morrison,Austin Madden,2024-09-14,2024-10-03,37,6,19,Dismissal,Black Legal Solutions,Medium,Pending
4058,Civil,District Court,Henry Vega,Deanna Lawrence,2021-02-15,2021-02-23,33,29,8,Settlement,Davis Legal Services,Low,Open
4059,Corporate,Family Court,Christopher Berry,Ryan Long,2020-03-20,2021-01-25,8,18,311,Settlement,Carter Law,High,Open
4060,Criminal,High Court,Sharon Malone,Jeffrey Crawford,2024-10-19,2024-11-22,8,23,34,Pending,Black Legal Solutions,Medium,Closed
4061,Family,Family Court,Robin Vega,Brenda Richard,2024-10-21,2024-11-05,36,18,15,Pending,Young & Associates,Low,Pending
4062,Corporate,District Court,Sandra Mills,Mr. Nicholas Dennis,2022-06-22,2022-08-10,28,2,49,Pending,Lee & Partners,Medium,Open
4063,Civil,District Court,Jared Martinez,Adrian Gonzalez,2021-08-21,2023-10-20,17,8,790,Dismissal,Davis Legal Services,Medium,Open
4064,Corporate,Small Claims Court,Derek Tanner,Dana Garner,2023-05-20,2023-08-15,8,28,87,Judgment for Plaintiff,Wilson Legal,Low,Closed
4065,Criminal,High Court,Michael Hoffman,Jeffrey Hansen,2020-05-05,2024-09-05,26,24,1584,Judgment for Plaintiff,Clark & Harris,Low,Closed
4066,Property,Commercial Court,Crystal Williams,Lisa Taylor,2024-09-09,2024-09-09,13,19,0,Pending,Black Legal Solutions,Medium,Open
4067,Civil,High Court,Kristopher Martin,Paula Murray,2022-04-18,2023-01-31,8,2,288,Pending,Smith & Co,Medium,Pending
